MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
gex-enter-the-gecko,2535,Game_boy_Color,Gex: Enter the Gecko,6118,http://www.mobygames.com/game/gex-enter-the-gecko,1998,4.99,4.988393342,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ghosts-n-goblins,2536,Game_boy_Color,Ghosts 'N Goblins,582,http://www.mobygames.com/game/ghosts-n-goblins,1999,,0,7,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://www.nintendo.com/store/products/nintendo-entertainment-system-nintendo-switch-online-switch/,"Port of the Micronics NES/Famicom Ghosts N' Goblins, available on Nintendo Switch Online",,,,,
gobs-of-games,2537,Game_boy_Color,Gobs of Games,173584,http://www.mobygames.com/game/gobs-of-games,2000,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
godzilla-the-series,2538,Game_boy_Color,Godzilla: The Series,35849,http://www.mobygames.com/game/godzilla-the-series,1999,6.97,6.971050385,5.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
godzilla-the-series-monster-wars,2539,Game_boy_Color,Godzilla: The Series - Monster Wars,54583,http://www.mobygames.com/game/godzilla-the-series-monster-wars,2000,,0,5.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
gold-and-glory-the-road-to-el-dorado_,2540,Game_boy_Color,Gold and Glory: The Road to El Dorado,42613,http://www.mobygames.com/game/gold-and-glory-the-road-to-el-dorado_,2000,5.07,5.07306197,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
grand-theft-auto,2541,Game_boy_Color,Grand Theft Auto,417,http://www.mobygames.com/game/grand-theft-auto,1999,1.27,1.270029422,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,GBC remake of the original game which is in distribution on Steam while this version is not.,,,,,
grand-theft-auto-2,2542,Game_boy_Color,Grand Theft Auto 2,1097,http://www.mobygames.com/game/grand-theft-auto-2,2000,5.14,5.136563441,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,GBC remake of the original game which is in distribution on Steam while this version is not.,,,,,
hamtaro-ham-hams-unite,2543,Game_boy_Color,Hamtaro: Ham-Hams Unite!,7864,http://www.mobygames.com/game/hamtaro-ham-hams-unite,2001,12,12.00177804,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hands-of-time,2544,Game_boy_Color,Hands of Time,47370,http://www.mobygames.com/game/hands-of-time,2001,6.41,6.413648583,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-chamber-of-secrets__,2545,Game_boy_Color,Harry Potter and the Chamber of Secrets,23688,http://www.mobygames.com/game/harry-potter-and-the-chamber-of-secrets__,2002,9.99,9.990898122,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-sorcerers-stone__,2546,Game_boy_Color,Harry Potter and the Sorcerer's Stone,22113,http://www.mobygames.com/game/harry-potter-and-the-sorcerers-stone__,2001,,0,7.2,0,0,0,0,0,F:入手困難,1,N,,,,,,,
harvest-moon-3-gbc,2547,Game_boy_Color,Harvest Moon 3 GBC,6492,http://www.mobygames.com/game/harvest-moon-3-gbc,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
harvest-moon-gb,2548,Game_boy_Color,Harvest Moon GB,6493,http://www.mobygames.com/game/harvest-moon-gb,1999,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
hello-kittys-cube-frenzy_,2549,Game_boy_Color,Hello Kitty's Cube Frenzy,174101,http://www.mobygames.com/game/hello-kittys-cube-frenzy_,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
heroes-of-might-and-magic_,2550,Game_boy_Color,Heroes of Might and Magic,75516,http://www.mobygames.com/game/heroes-of-might-and-magic_,2000,6.82,6.822880286,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,An interpretation of the original 1995 PC game with lower resolution graphics and no multiplayer. The original game is available on GOG and Steam,,,,,
heroes-of-might-and-magic-ii,2551,Game_boy_Color,Heroes of Might and Magic II,9888,http://www.mobygames.com/game/heroes-of-might-and-magic-ii,2000,5,50.00388065,,1,0,0,0,1,A: 中古流通のみ,1,N,,A remix of the first three Heroes of Might and Magic PC game with no multiplayer. Original game is available on GOG and Steam,,,,,
hexcite-the-shapes-of-victory,2552,Game_boy_Color,Hexcite: The Shapes of Victory,20560,http://www.mobygames.com/game/hexcite-the-shapes-of-victory,1998,6.66,6.660598748,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hole-in-one-golf,2553,Game_boy_Color,Hole in One Golf,65826,http://www.mobygames.com/game/hole-in-one-golf,1999,5,50.00388065,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hot-wheels-stunt-track-driver_,2554,Game_boy_Color,Hot Wheels: Stunt Track Driver,8294,http://www.mobygames.com/game/hot-wheels-stunt-track-driver_,2000,4.99,4.988393342,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hoyle-card-games_,2555,Game_boy_Color,Hoyle Card Games,15123,http://www.mobygames.com/game/hoyle-card-games_,2000,3.99,3.993536961,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hoyle-casino_,2556,Game_boy_Color,Hoyle Casino,43644,http://www.mobygames.com/game/hoyle-casino_,2000,4.95,4.953114747,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
indiana-jones-and-the-infernal-machine_,2557,Game_boy_Color,Indiana Jones and the Infernal Machine,23267,http://www.mobygames.com/game/indiana-jones-and-the-infernal-machine_,2001,5.21,5.214176351,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,A GBC reinterpretation of the PC Game. PC original available on GOG and Steam,,,,,
inspector-gadget-operation-madkactus,2558,Game_boy_Color,Inspector Gadget: Operation Madkactus,38822,http://www.mobygames.com/game/inspector-gadget-operation-madkactus,2000,16.31,16.30576664,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
international-superstar-soccer-2000_,2559,Game_boy_Color,International Superstar Soccer 2000,36112,http://www.mobygames.com/game/international-superstar-soccer-2000_,2000,9.99,9.990898122,6.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
international-superstar-soccer-99,2560,Game_boy_Color,International Superstar Soccer 99,36109,http://www.mobygames.com/game/international-superstar-soccer-99,1999,5.13,5.129507722,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
international-track-field_,2561,Game_boy_Color,International Track & Field,173999,http://www.mobygames.com/game/international-track-field_,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,"A part of the long running Track & Field series from Konami, seperate from the original arcade game that is part of Hamster's Arcade Archive.",,,,,
jeff-gordon-xs-racing_,2562,Game_boy_Color,Jeff Gordon XS Racing,65046,http://www.mobygames.com/game/jeff-gordon-xs-racing_,1999,3.99,3.993536961,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jeremy-mcgrath-supercross-2000-,2563,Game_boy_Color,Jeremy McGrath Supercross 2000,46683,http://www.mobygames.com/game/jeremy-mcgrath-supercross-2000-,2000,5.5,5.50346083,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jim-hensons-bear-in-the-big-blue-house_,2564,Game_boy_Color,Jim Henson's Bear in the Big Blue House,124492,http://www.mobygames.com/game/jim-hensons-bear-in-the-big-blue-house_,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
jim-hensons-muppets,2565,Game_boy_Color,Jim Henson's Muppets,53439,http://www.mobygames.com/game/jim-hensons-muppets,1999,,0,6.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
jumpstart-dino-adventure-field-trip,2566,Game_boy_Color,JumpStart Dino Adventure: Field Trip,21369,http://www.mobygames.com/game/jumpstart-dino-adventure-field-trip,2001,6.99,6.992217542,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kelly-club-clubhouse-fun,2567,Game_boy_Color,Kelly Club: Clubhouse Fun,173623,http://www.mobygames.com/game/kelly-club-clubhouse-fun,2001,4,4.00059268,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ken-griffey-jrs-slugfest_,2568,Game_boy_Color,Ken Griffey Jr.'s Slugfest,75149,http://www.mobygames.com/game/ken-griffey-jrs-slugfest_,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
kirby-tilt-n-tumble,2569,Game_boy_Color,Kirby Tilt 'n' Tumble,9082,http://www.mobygames.com/game/kirby-tilt-n-tumble,2000,,0,7.8,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
klax,2570,Game_boy_Color,Klax,4642,http://www.mobygames.com/game/klax,1999,,0,7.8,0,0,0,0,0,F:入手困難,1,N,,,,,,,
klustar,2571,Game_boy_Color,Klustar,15660,http://www.mobygames.com/game/klustar,2001,3.39,3.393800845,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
knockout-kings_,2572,Game_boy_Color,Knockout Kings,75139,http://www.mobygames.com/game/knockout-kings_,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lara-croft-tomb-raider-curse-of-the-sword,2573,Game_boy_Color,Lara Croft: Tomb Raider - Curse of the Sword,4466,http://www.mobygames.com/game/lara-croft-tomb-raider-curse-of-the-sword,2001,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
las-vegas-cool-hand,2574,Game_boy_Color,Las Vegas Cool Hand,56011,http://www.mobygames.com/game/las-vegas-cool-hand,1998,1.49,1.488756712,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
legend-of-the-river-king-2,2575,Game_boy_Color,Legend of the River King 2,6517,http://www.mobygames.com/game/legend-of-the-river-king-2,2001,60.02,60.01594592,,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
legend-of-the-river-king-gb,2576,Game_boy_Color,Legend of the River King GB,6516,http://www.mobygames.com/game/legend-of-the-river-king-gb,1999,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
lego-alpha-team,2577,Game_boy_Color,LEGO Alpha Team,5128,http://www.mobygames.com/game/lego-alpha-team,2000,1.27,1.270029422,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lego-island-2-the-bricksters-revenge__,2578,Game_boy_Color,LEGO Island 2: The Brickster's Revenge,141070,http://www.mobygames.com/game/lego-island-2-the-bricksters-revenge__,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lego-racers_,2579,Game_boy_Color,LEGO Racers,62876,http://www.mobygames.com/game/lego-racers_,2000,5.3,5.298844979,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lego-stunt-rally_,2580,Game_boy_Color,LEGO Stunt Rally,81123,http://www.mobygames.com/game/lego-stunt-rally_,2001,1.11,1.114803604,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lil-monster,2581,Game_boy_Color,Lil' Monster,61535,http://www.mobygames.com/game/lil-monster,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
little-nicky,2582,Game_boy_Color,Little Nicky,93752,http://www.mobygames.com/game/little-nicky,2000,14.01,14.00560224,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
logcal,2583,Game_boy_Color,Log!cal,541,http://www.mobygames.com/game/logcal,1999,,0,7.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
looney-tunes,2584,Game_boy_Color,Looney Tunes,31863,http://www.mobygames.com/game/looney-tunes,1999,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
looney-tunes-collector-alert,2585,Game_boy_Color,Looney Tunes Collector: Alert!,36943,http://www.mobygames.com/game/looney-tunes-collector-alert,2000,4,4.00059268,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
looney-tunes-racing_,2586,Game_boy_Color,Looney Tunes Racing,37756,http://www.mobygames.com/game/looney-tunes-racing_,2000,3.34,3.337355093,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
looney-tunes-carrot-crazy,2587,Game_boy_Color,Looney Tunes: Carrot Crazy,35982,http://www.mobygames.com/game/looney-tunes-carrot-crazy,1998,3,2.998680581,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
looney-tunes-marvin-strikes-back,2588,Game_boy_Color,Looney Tunes: Marvin Strikes Back!,36951,http://www.mobygames.com/game/looney-tunes-marvin-strikes-back,2000,15,15.00045862,8.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
looney-tunes-twouble,2589,Game_boy_Color,Looney Tunes: Twouble!,35986,http://www.mobygames.com/game/looney-tunes-twouble,1998,1365.33,1365.331019,6,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
lucky-luke__,2590,Game_boy_Color,Lucky Luke,30263,http://www.mobygames.com/game/lucky-luke__,1999,6.66,6.660598748,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lufia-the-legend-returns,2591,Game_boy_Color,Lufia: The Legend Returns,22573,http://www.mobygames.com/game/lufia-the-legend-returns,2001,14.99,14.9934029,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
mms-minis-madness,2592,Game_boy_Color,M&M's Minis Madness,173586,http://www.mobygames.com/game/mms-minis-madness,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-nfl-2000_,2593,Game_boy_Color,Madden NFL 2000,45341,http://www.mobygames.com/game/madden-nfl-2000_,1999,4.99,4.988393342,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madden-nfl-2001_,2594,Game_boy_Color,Madden NFL 2001,45364,http://www.mobygames.com/game/madden-nfl-2001_,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-nfl-2002_,2595,Game_boy_Color,Madden NFL 2002,45365,http://www.mobygames.com/game/madden-nfl-2002_,2001,5.6,5.602240896,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
magi-nation,2596,Game_boy_Color,Magi Nation,39060,http://www.mobygames.com/game/magi-nation,2001,5.49,5.489349392,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
magical-tetris-challenge,2597,Game_boy_Color,Magical Tetris Challenge,6027,http://www.mobygames.com/game/magical-tetris-challenge,2000,6.94,6.942827509,8.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
marble-madness,2598,Game_boy_Color,Marble Madness,466,http://www.mobygames.com/game/marble-madness,1999,,0,7.2,0,0,0,0,0,F:入手困難,1,N,,A GBC remake of the arcade game. Original arcade game available to stream on Antstream,,,,,
mario-golf-,2599,Game_boy_Color,Mario Golf,21319,http://www.mobygames.com/game/mario-golf-,1999,4,4.00059268,8.4,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
mario-tennis-,2600,Game_boy_Color,Mario Tennis,15945,http://www.mobygames.com/game/mario-tennis-,2000,1.95,1.947378448,8.5,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
mary-kate-ashley-get-a-clue,2601,Game_boy_Color,Mary-Kate & Ashley: Get a Clue!,23623,http://www.mobygames.com/game/mary-kate-ashley-get-a-clue,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mary-kate-and-ashley-pocket-planner,2602,Game_boy_Color,Mary-Kate and Ashley: Pocket Planner,168282,http://www.mobygames.com/game/mary-kate-and-ashley-pocket-planner,2000,2.97,2.970457704,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mary-kate-and-ashley-winners-circle,2603,Game_boy_Color,Mary-Kate and Ashley: Winner's Circle,23621,http://www.mobygames.com/game/mary-kate-and-ashley-winners-circle,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mat-hoffmans-pro-bmx_,2604,Game_boy_Color,Mat Hoffman's Pro BMX,57027,http://www.mobygames.com/game/mat-hoffmans-pro-bmx_,2001,,0,6.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
matchbox-emergency-patrol,2605,Game_boy_Color,Matchbox: Emergency Patrol,8295,http://www.mobygames.com/game/matchbox-emergency-patrol,2001,7.99,7.994129642,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mega-man-xtreme,2606,Game_boy_Color,Mega Man Xtreme,5520,http://www.mobygames.com/game/mega-man-xtreme,2000,11.11,11.11275745,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
mega-man-xtreme-2,2607,Game_boy_Color,Mega Man Xtreme 2,5994,http://www.mobygames.com/game/mega-man-xtreme-2,2001,29.75,29.75396708,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
men-in-black-the-series,2608,Game_boy_Color,Men in Black: The Series,49557,http://www.mobygames.com/game/men-in-black-the-series,1998,1.98,1.982657043,4.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
men-in-black-the-series-2,2609,Game_boy_Color,Men in Black: The Series 2,49558,http://www.mobygames.com/game/men-in-black-the-series-2,2000,13.96,13.95621221,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
metal-gear-solid_,2610,Game_boy_Color,Metal Gear Solid,21801,http://www.mobygames.com/game/metal-gear-solid_,2000,65.58,65.58290823,8.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
metal-walker,2611,Game_boy_Color,Metal Walker,38764,http://www.mobygames.com/game/metal-walker,1999,13.48,13.48347903,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mickeys-racing-adventure,2612,Game_boy_Color,Mickey's Racing Adventure,22906,http://www.mobygames.com/game/mickeys-racing-adventure,1999,,0,7.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mickeys-speedway-usa,2613,Game_boy_Color,Mickey's Speedway USA,23048,http://www.mobygames.com/game/mickeys-speedway-usa,2001,,0,7.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
micro-machines-v3,2614,Game_boy_Color,Micro Machines V3,629,http://www.mobygames.com/game/micro-machines-v3,2000,2.05,2.053214233,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
microsoft-puzzle-collection-entertainment-pack,2615,Game_boy_Color,Microsoft Puzzle Collection Entertainment Pack,7985,http://www.mobygames.com/game/microsoft-puzzle-collection-entertainment-pack,2000,18.66,18.66237679,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
millennium-winter-sports,2616,Game_boy_Color,Millennium Winter Sports,42045,http://www.mobygames.com/game/millennium-winter-sports,2000,4.99,4.988393342,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
missile-command____,2617,Game_boy_Color,Missile Command,54011,http://www.mobygames.com/game/missile-command____,1999,,0,6.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mission-impossible_,2618,Game_boy_Color,Mission: Impossible,17684,http://www.mobygames.com/game/mission-impossible_,1999,7.56,7.563730782,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monopoly______,2619,Game_boy_Color,Monopoly,68090,http://www.mobygames.com/game/monopoly______,1998,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
monster-rancher-battle-card-gb,2620,Game_boy_Color,Monster Rancher Battle Card GB,11368,http://www.mobygames.com/game/monster-rancher-battle-card-gb,2000,8.09,8.092909708,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-rancher-explorer,2621,Game_boy_Color,Monster Rancher Explorer,21334,http://www.mobygames.com/game/monster-rancher-explorer,2000,4.75,4.748498896,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mortal-kombat-4_,2622,Game_boy_Color,Mortal Kombat 4,31007,http://www.mobygames.com/game/mortal-kombat-4_,1999,5.99,5.990305442,5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
motocross-maniacs-2,2623,Game_boy_Color,Motocross Maniacs 2,42167,http://www.mobygames.com/game/motocross-maniacs-2,1999,15,15.00045862,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mr-driller,2624,Game_boy_Color,Mr. Driller,4348,http://www.mobygames.com/game/mr-driller,2000,9.99,9.990898122,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mr-nutz,2625,Game_boy_Color,Mr. Nutz,12494,http://www.mobygames.com/game/mr-nutz,1999,13.99,13.9914908,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mtv-sports-pure-ride_,2626,Game_boy_Color,MTV Sports: Pure Ride,37692,http://www.mobygames.com/game/mtv-sports-pure-ride_,2000,,0,6.6,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mtv-sports-skateboarding-featuring-andy-macdonald,2627,Game_boy_Color,MTV Sports: Skateboarding featuring Andy Macdonald,37685,http://www.mobygames.com/game/mtv-sports-skateboarding-featuring-andy-macdonald,2000,5.99,5.990305442,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mtv-sports-tj-lavins-ultimate-bmx_,2628,Game_boy_Color,MTV Sports: T.J. Lavin's Ultimate BMX,37684,http://www.mobygames.com/game/mtv-sports-tj-lavins-ultimate-bmx_,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
nascar-2000_,2629,Game_boy_Color,NASCAR 2000,75417,http://www.mobygames.com/game/nascar-2000_,2000,3.99,3.993536961,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nascar-challenge,2630,Game_boy_Color,NASCAR Challenge,173715,http://www.mobygames.com/game/nascar-challenge,1999,2.99,2.991624862,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nascar-heat_,2631,Game_boy_Color,NASCAR Heat,173717,http://www.mobygames.com/game/nascar-heat_,2000,5.95,5.947971128,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nascar-racers_,2632,Game_boy_Color,NASCAR Racers,173897,http://www.mobygames.com/game/nascar-racers_,2000,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-3-on-3-featuring-kobe-bryant,2633,Game_boy_Color,NBA 3 on 3 featuring Kobe Bryant,8897,http://www.mobygames.com/game/nba-3-on-3-featuring-kobe-bryant,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
nba-hoopz_,2634,Game_boy_Color,NBA Hoopz,25632,http://www.mobygames.com/game/nba-hoopz_,2001,14.99,14.9934029,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-in-the-zone_,2635,Game_boy_Color,NBA in the Zone,173895,http://www.mobygames.com/game/nba-in-the-zone_,1999,4.21,4.212264251,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-in-the-zone-2000_,2636,Game_boy_Color,NBA in the Zone 2000,25633,http://www.mobygames.com/game/nba-in-the-zone-2000_,2000,13.46,13.45525616,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-jam-2001,2637,Game_boy_Color,NBA Jam 2001,149127,http://www.mobygames.com/game/nba-jam-2001,2000,16.56,16.55977252,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-jam-99_,2638,Game_boy_Color,NBA Jam 99,75153,http://www.mobygames.com/game/nba-jam-99_,1999,3.78,3.781865391,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nba-showtime-nba-on-nbc_,2639,Game_boy_Color,NBA Showtime: NBA on NBC,75244,http://www.mobygames.com/game/nba-showtime-nba-on-nbc_,2000,1.69,1.693372563,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nfl-blitz_,2640,Game_boy_Color,NFL Blitz,81245,http://www.mobygames.com/game/nfl-blitz_,1998,3.51,3.513748068,6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nfl-blitz-2000_,2641,Game_boy_Color,NFL Blitz 2000,149068,http://www.mobygames.com/game/nfl-blitz-2000_,1999,5,5.00250478,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nfl-blitz-2001_,2642,Game_boy_Color,NFL Blitz 2001,149069,http://www.mobygames.com/game/nfl-blitz-2001_,2000,3.51,3.513748068,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nhl-2000_,2643,Game_boy_Color,NHL 2000,43456,http://www.mobygames.com/game/nhl-2000_,1999,0.99,0.987800662,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
nicktoons-racing_,2644,Game_boy_Color,Nicktoons Racing,44182,http://www.mobygames.com/game/nicktoons-racing_,2000,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
oddworld-adventures-2,2645,Game_boy_Color,Oddworld Adventures 2,7876,http://www.mobygames.com/game/oddworld-adventures-2,2000,7.99,7.994129642,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
paperboy,2646,Game_boy_Color,Paperboy,4577,http://www.mobygames.com/game/paperboy,1999,,0,6.8,0,0,0,0,0,F:入手困難,1,N,,,,,,,
perfect-dark_,2647,Game_boy_Color,Perfect Dark,23847,http://www.mobygames.com/game/perfect-dark_,2000,10.01,10.00500956,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
pitfall-beyond-the-jungle,2648,Game_boy_Color,Pitfall: Beyond the Jungle,56017,http://www.mobygames.com/game/pitfall-beyond-the-jungle,1998,4.49,4.494493011,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
planet-of-the-apes_,2649,Game_boy_Color,Planet of the Apes,40626,http://www.mobygames.com/game/planet-of-the-apes_,2001,3,2.998680581,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
pocket-bomberman,2650,Game_boy_Color,Pocket Bomberman,47016,http://www.mobygames.com/game/pocket-bomberman,1998,3.85,3.852422581,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
pocket-bowling,2651,Game_boy_Color,Pocket Bowling,73942,http://www.mobygames.com/game/pocket-bowling,1998,9.99,9.990898122,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
pokmon-crystal-version,2652,Game_boy_Color,Pok?mon Crystal Version,12055,http://www.mobygames.com/game/pokmon-crystal-version,2000,5.55,5.545795144,8,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
pokmon-gold-version,2653,Game_boy_Color,Pok?mon Gold Version,5515,http://www.mobygames.com/game/pokmon-gold-version,1999,5.55,5.545795144,8.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
pokmon-pinball,2654,Game_boy_Color,Pok?mon Pinball,4403,http://www.mobygames.com/game/pokmon-pinball,1999,,0,7.7,0,0,0,0,0,F:入手困難,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
pokmon-puzzle-challenge,2655,Game_boy_Color,Pok?mon Puzzle Challenge,4708,http://www.mobygames.com/game/pokmon-puzzle-challenge,2000,7,6.999273261,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
